# newdoc
# newpar
# sent_id = 1
59	марте	март	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	65	obl	_	_
60	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	65	aux	_	_
61	да	да	PART	_	_	65	parataxis	_	_
62	а	а	CCONJ	_	_	65	cc	_	_
63	дальше	дальше	ADV	_	Degree=Cmp	65	advmod	_	_
64	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	65	nsubj	_	_
65	разыграем	разыгравать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	54	acl:relcl	_	_
66	еще	еще	ADV	_	Degree=Pos	67	advmod	_	_
67	один	один	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	68	nummod:gov	_	_
68	подарок	подарок	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	69	obl	_	_
69	звоните	звонить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	65	xcomp	_	_
70	номер	номер	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	69	obj	_	_
71	телефона	телефон	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	70	nmod	_	_
72	у	у	ADP	_	_	73	case	_	_
73	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	69	obl	_	_
74	на	на	ADP	_	_	75	case	_	_
75	экранах	экран	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	69	obl	_	_
76	прошу	просить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	65	xcomp	_	_
77	вас/и	вас/ь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	76	obl	_	_
78	так	так	ADV	_	Degree=Pos	82	mark	_	_
79	как	как	SCONJ	_	_	78	fixed	_	_
80	в	в	ADP	_	_	81	case	_	_
81	москве	москва	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	82	obl	_	_
82	приняли	принять	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	103	advcl	_	_
83	анвара?	анвара?	PUNCT	_	_	82	punct	_	_
84	там	там	ADV	_	Degree=Pos	82	advmod	_	_
85	же	же	PART	_	_	84	advmod	_	_
86	там	там	ADV	_	Degree=Pos	82	advmod	_	_
87	же	же	PART	_	_	86	advmod	_	_
88	много	много	ADV	_	Degree=Pos	100	advmod	_	_
89	наших	наш	DET	_	Case=Gen|Number=Plur	90	det	_	_
90	сколько	сколько	NUM	_	_	100	mark	_	_
91	там	там	ADV	_	Degree=Pos	88	advmod	_	_
92	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	100	nsubj	_	_
93	в	в	ADP	_	_	94	case	_	_
94	космосе	космос	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	92	nmod	_	_
95	как	как	SCONJ	_	_	97	mark	_	_
96	и	и	PART	_	_	97	advmod	_	_
97	юбилейный	юбилейный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	92	amod	_	_
98	да	да	PART	_	_	100	advmod	_	_
99	в	в	ADP	_	_	100	case	_	_
100	уфе	уфе	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	103	obl	_	_
101	вот	вот	PART	_	_	103	advmod	_	_
102	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	103	nsubj	_	_
103	знает	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	76	xcomp	_	_
104	и	и	PART	_	_	105	advmod	_	_
105	так	так	ADV	_	Degree=Pos	106	obl	_	_
106	ао	ао	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	103	obl	_	_
107	у	у	ADP	_	_	128	case	_	_
108	а	а	CCONJ	_	_	110	cc	_	_
109	сейчас	сейчас	ADV	_	Degree=Pos	110	advmod	_	_
110	идут	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	107	conj	_	_
111	концерты	концерт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	110	nsubj	_	_
112	начинаются	начинаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	128	parataxis	_	_
113	концерты	концерт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	128	nsubj	_	_
114	по	по	ADP	_	_	115	case	_	_
115	башкортостану	башкортостан	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	128	obl	_	_
116	уже	уже	ADV	_	Degree=Pos	120	advmod	_	_
117	как	как	SCONJ	_	_	120	mark	_	_
118	вообще	вообще	ADV	_	Degree=Pos	120	advmod	_	_
119	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	120	nsubj	_	_
120	проходит	проходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	128	advcl	_	_
121	насколько	насколько	ADV	_	Degree=Pos	120	advmod	_	_
122	сложно	сложно	ADV	_	Degree=Pos	120	advmod	_	_
123	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	120	obj	_	_
124	же	же	PART	_	_	123	advmod	_	_
125	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	126	det	_	_
126	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	128	obl	_	_
127	куда-то	куда-то	ADV	_	Degree=Pos	128	advmod	_	_
128	необходимо	необходимый	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	106	obl	_	_
129	ехать	ехать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	128	csubj	_	_
130	ну	ну	PART	_	_	132	parataxis	_	_
131	условно	условно	ADV	_	Degree=Pos	132	advmod	_	_
132	подъезжает	подъезжать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	129	ccomp	_	_
133	анвар	анвар	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	132	nsubj	_	_
134	нургалиев	нургалий	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	133	nmod	_	_
135	в	в	ADP	_	_	136	case	_	_
136	бураево	бураево	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	132	obl	_	_
137	там	там	ADV	_	Degree=Pos	132	advmod	_	_
138	в	в	ADP	_	_	140	case	_	_
139	три	три	NUM	_	Animacy=Inan|Case=Acc	140	nummod:gov	_	_
140	часа	час	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	132	obl	_	_
141	один	один	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	142	nummod:gov	_	_
142	концерт	концерт	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	132	obj	_	_
143	там	там	ADV	_	Degree=Pos	147	advmod	_	_
144	в	в	ADP	_	_	145	case	_	_
145	6.000	6.000	NUM	_	_	148	nummod	_	_
146	ну	ну	PART	_	_	147	parataxis	_	_
147	давайте	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	132	conj	_	_
148	хором	хор	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	147	obl	_	_
149	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	147	nsubj	_	_
150	споем	споть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	147	xcomp	_	_
151	у	у	ADP	_	_	152	case	_	_
152	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	150	obl	_	_
153	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	150	xcomp	_	_
154	звонок	звонок	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	202	nsubj	_	_
155	от	от	ADP	_	_	156	case	_	_
156	роберта	роберт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	154	nmod	_	_
157	роберт	роберт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	156	nmod	_	_
158	доброе	добрый	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	159	amod	_	_
159	утро	утро	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	202	obj	_	_
160	але	ал	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	159	iobj	_	_
161	какую	какой	DET	_	Case=Acc|Gender=Fem|Number=Sing	162	det	_	_
162	песню	песня	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	164	obj	_	_
163	анвара	анвар	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	162	nmod	_	_
164	споем	споть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	202	advcl	_	_
165	ну	ну	PART	_	_	168	parataxis	_	_
166	а	а	CCONJ	_	_	168	cc	_	_
167	че	что	PRON	_	Case=Nom	168	nsubj	_	_
168	давайте	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	164	conj	_	_
169	тогда	тогда	ADV	_	Degree=Pos	168	advmod	_	_
170	да	да	CCONJ	_	_	173	cc	_	_
171	достаточно	достаточно	ADV	_	Degree=Pos	172	advmod	_	_
172	достаточно	достаточно	ADV	_	Degree=Pos	173	advmod	_	_
173	нормально	нормально	ADV	_	Degree=Pos	182	advmod	_	_
174	в	в	ADP	_	_	175	case	_	_
175	общем	общий	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	182	obl	_	_
176	в	в	ADP	_	_	177	case	_	_
177	марте	март	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	182	obl	_	_
178	а	а	CCONJ	_	_	182	cc	_	_
179	в	в	ADP	_	_	180	case	_	_
180	уфе	уфе	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	182	obl	_	_
181	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	182	aux:pass	_	_
182	концерт	концерть	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	168	xcomp	_	_
183	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	184	det	_	_
184	билет	билет	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	182	nsubj:pass	_	_
185	для	для	ADP	_	_	186	case	_	_
186	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	182	obl	_	_
187	вообще	вообще	ADV	_	Degree=Pos	189	obl	_	_
188	в	в	ADP	_	_	189	case	_	_
189	уфе	уфе	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	182	obl	_	_
190	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	202	aux	_	_
191	три	три	NUM	_	Case=Nom	192	nummod:gov	_	_
192	концерта	концерт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	202	obl	_	_
193	в	в	ADP	_	_	194	case	_	_
194	марте	март	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	192	nmod	_	_
195	подряд	подряд	ADV	_	Degree=Pos	194	advmod	_	_
196	по-моему	по-моему	ADV	_	Degree=Pos	202	parataxis	_	_
197	четыре	четыре	NUM	_	Animacy=Inan|Case=Acc	199	nummod:gov	_	_
198	даже	даже	PART	_	_	199	advmod	_	_
199	концерта/один	концерта/один	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	200	nummod:gov	_	_
200	билет	билет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	202	obj	_	_
201	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	202	nsubj	_	_
202	разыграем	разыгравать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	153	conj	_	_
203	друзья	друг	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	207	nsubj	_	_
204	в	в	ADP	_	_	206	case	_	_
205	нашей	наш	DET	_	Case=Loc|Gender=Fem|Number=Sing	206	det	_	_
206	группе	группа	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	207	obl	_	_
207	вконтакте	вконтакть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	202	xcomp	_	_
208	чуть	чуть	ADV	_	Degree=Pos	209	advmod	_	_
209	позже	поздно	ADV	_	Degree=Cmp	207	advmod	_	_
210	но	но	CCONJ	_	_	213	cc	_	_
211	сегодня	сегодня	ADV	_	Degree=Pos	213	advmod	_	_
212	обязательно	обязательно	ADV	_	Degree=Pos	213	advmod	_	_
213	следите	следять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	209	conj	_	_
214	а	а	CCONJ	_	_	218	cc	_	_
215	вот	вот	PART	_	_	216	advmod	_	_
216	сейчас	сейчас	ADV	_	Degree=Pos	218	advmod	_	_
217	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	218	nsubj	_	_
218	разыграем	разыгравать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	207	conj	_	_
219	абсолютно	абсолютно	ADV	_	Degree=Pos	220	obl	_	_
220	новый	новый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	221	amod	_	_
221	диск	диск	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	218	obj	_	_
222	с	с	ADP	_	_	223	case	_	_
223	песнями	песня	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	221	nmod	_	_
224	анвара	анвар	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	223	nmod	_	_
225	нургалиева	нургалиев	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	224	nmod	_	_
226	можно	можно	ADV	_	Degree=Pos	232	parataxis	_	_
227	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	228	nsubj	_	_
228	покажу	показать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	232	xcomp	_	_
229	снова	снова	ADV	_	Degree=Pos	228	advmod	_	_
230	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	231	det	_	_
231	диск	диск	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	228	obj	_	_
232	можно	можно	ADV	_	Degree=Pos	218	advmod	_	_
233	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	234	nsubj	_	_
234	покажу	показать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	232	csubj	_	_
235	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	236	det	_	_
236	диск	диск	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	234	obj	_	_
237	с	с	ADP	_	_	239	case	_	_
238	новыми	новый	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	239	amod	_	_
239	песнями	песня	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	234	obl	_	_
240	да	да	CCONJ	_	_	241	cc	_	_
241	звоните	звонить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	234	conj	_	_
242	также	также	ADV	_	Degree=Pos	241	advmod	_	_
243	спойте	споть	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	241	xcomp	_	_
244	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	243	iobj	_	_
245	песню	песня	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	243	iobj	_	_
246	анвара	анвар	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	245	nmod	_	_
247	нургалиева	нургалиев	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	246	nmod	_	_
248	в	в	ADP	_	_	250	case	_	_
249	прямом	прямой	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	250	amod	_	_
250	эфире	эфир	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	243	obl	_	_
251	и	и	CCONJ	_	_	252	cc	_	_
252	получите	получить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	243	conj	_	_
253	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	254	det	_	_
254	диск	диск	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	252	obj	_	_
255	с	с	ADP	_	_	256	case	_	_
256	человеком	человек	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	252	obl	_	_
257	в	в	ADP	_	_	260	case	_	_
258	в	в	ADP	_	_	260	case	_	_
259	самой	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	260	amod	_	_
260	дорогой	дорога	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	252	obl	_	_
261	на	на	ADP	_	_	262	case	_	_
262	свете	свет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	252	obl	_	_
263	джинсовке	джинсовка	NOUN	_	Animacy=Anim|Case=Loc|Gender=Masc|Number=Sing	269	nmod	_	_
264	вот	вот	PART	_	_	265	advmod	_	_
265	пожалуйста	пожалуйста	ADV	_	Degree=Pos	269	parataxis	_	_
266	угу/пустили?	угу/пустили?	PUNCT	_	_	265	punct	_	_
267	тоже	тоже	PART	_	_	269	advmod	_	_
268	с	с	ADP	_	_	269	case	_	_
269	аншлагами	аншлаг	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	252	obl	_	_
270	ну	ну	PART	_	_	271	discourse	_	_
271	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	269	advmod	_	_
272	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	271	fixed	_	_
273	не	не	PART	_	_	274	advmod	_	_
274	только	только	PART	_	_	275	advmod	_	_
275	два	два	NUM	_	Case=Nom|Gender=Masc	277	nummod:gov	_	_
276	этих	этот	DET	_	Case=Gen|Number=Plur	277	det	_	_
277	региона	регион	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	282	nsubj	_	_
278	да	да	PART	_	_	282	advmod	_	_
279	так	так	ADV	_	Degree=Pos	282	advmod	_	_
280	у	у	ADP	_	_	281	case	_	_
281	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	282	obl	_	_
282	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	271	fixed	_	_
283	еще	еще	ADV	_	Degree=Pos	284	advmod	_	_
284	один	один	NUM	_	Case=Nom|Gender=Masc	285	nummod:gov	_	_
285	звонок/от	звонок/от	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	294	nsubj	_	_
286	земфиры	земфир	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing	285	nmod	_	_
287	доброе	добрый	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	288	amod	_	_
288	утро	утро	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	294	nmod	_	_
289	земфира	земфир	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	288	nmod	_	_
290	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	294	nsubj	_	_
291	откуда	откуда	ADV	_	Degree=Pos	294	advmod	_	_
292	уфа	уфо	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	291	obl	_	_
293	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	294	nsubj	_	_
294	столица	столица	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	282	nsubj	_	_
295	башкортостана	башкортостать	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	294	nmod	_	_
296	земфира	земфир	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	295	nmod	_	_
297	пожалуйста	пожалуйста	ADV	_	Degree=Pos	298	parataxis	_	_
298	пойте	пыть	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	294	obl	_	_
299	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	302	nsubj	_	_
300	самая	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	301	amod	_	_
301	любимая	любимый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	302	amod	_	_
302	песня	песня	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	298	nsubj	_	_
303	и	и	CCONJ	_	_	304	cc	_	_
304	хитовая	хитовый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	312	conj	_	_
